time,wx,wy,wz
0.6164259910583496,1.21,-6.26,-3.44
0.6268389225006104,0.76,-4.5,-2.97
0.6383931636810303,0.65,-2.37,-2.38
0.6480581760406494,1.03,-1.04,-1.87
0.6582870483398438,1.84,-1.1,-1.78
0.6804690361022949,4.28,-4.14,-2.75
0.6806509494781494,4.28,-4.14,-2.75
0.6871511936187744,5.34,-5.4,-2.87
0.6977841854095459,6.23,-5.83,-2.57
0.7083790302276611,6.83,-5.68,-2.38
0.7180159091949463,7.14,-5.36,-2.54
0.7280340194702148,7.3,-5.06,-2.95
0.7379739284515381,7.57,-4.95,-3.48
0.7481491565704346,8.03,-4.85,-4.1
0.7592320442199707,8.61,-4.64,-4.67
0.7807738780975342,9.25,-4.21,-4.99
0.7809898853302002,9.25,-4.21,-4.99
0.7879278659820557,9.03,-4.09,-4.65
0.798469066619873,8.57,-4.06,-4.07
0.8076479434967041,8.08,-4.1,-3.51
0.8177111148834229,7.59,-4.22,-3.03
0.8285760879516602,6.93,-4.16,-2.53
0.8383738994598389,5.99,-3.69,-1.96
0.8491818904876709,4.86,-3.01,-1.58
0.858752965927124,3.75,-2.41,-1.41
0.8830230236053467,1.93,-0.57,-1.07
0.8832361698150635,1.93,-0.57,-1.07
0.887951135635376,1.33,0.62,-0.88
0.8990499973297119,0.83,1.18,-0.84
0.9093019962310791,0.49,0.93,-0.79
0.9187500476837158,0.33,-0.19,-0.62
0.929265022277832,0.54,-1.66,-0.36
0.9401390552520752,1.18,-2.98,-0.1
0.94980788230896,1.98,-4.07,0.25
0.9602959156036377,2.52,-4.81,0.68
0.9702939987182617,2.46,-5.34,0.96
0.9875991344451904,1.82,-5.49,0.9
0.989037036895752,0.91,-4.9,0.43
0.9993970394134521,-0.11,-3.3,-0.25
1.01015305519104,-1.14,-1.21,-0.8
1.0192029476165771,-1.97,0.67,-1.18
1.0302300453186035,-2.44,1.79,-1.46
1.0400910377502441,-2.23,2.15,-1.62
1.0501270294189453,-1.25,2.25,-1.82
1.060945987701416,-0.02,1.9,-2.07
1.0850598812103271,1.6,0.44,-2.77
1.085280179977417,1.6,0.44,-2.77
1.0899741649627686,1.7,-0.31,-2.98
1.1004841327667236,1.32,-0.87,-2.92
1.110360860824585,0.62,-1.23,-2.52
1.1203770637512207,-0.02,-1.02,-1.83
1.1308701038360596,-0.45,-0.13,-1.05
1.1408610343933105,-0.76,0.95,-0.33
1.1514010429382324,-0.97,1.73,0.19
1.1619489192962646,-1.18,1.99,0.44
1.1881959438323975,-1.44,1.42,0.2
1.1884548664093018,-1.44,1.42,0.2
1.1907269954681396,-1.46,0.95,0.0
1.2012379169464111,-1.42,0.7,-0.08
1.2112500667572021,-1.29,0.79,0.0
1.2209010124206543,-1.14,1.07,0.22
1.2317759990692139,-1.09,1.31,0.44
1.2425520420074463,-1.19,1.45,0.56
1.2514479160308838,-1.43,1.46,0.58
1.2624750137329102,-1.73,1.32,0.5
1.2881040573120117,-2.02,0.91,0.35
1.2883288860321045,-2.02,0.91,0.35
1.2916669845581055,-1.86,0.85,0.49
1.3017539978027344,-1.54,0.82,0.75
1.312575101852417,-1.16,0.75,1.07
1.3219659328460693,-0.83,0.57,1.35
1.3325800895690918,-0.79,0.29,1.27
1.3429059982299805,-1.02,0.22,0.82
1.3528730869293213,-1.45,0.48,0.33
1.3633980751037598,-1.98,0.96,0.17
1.3911058902740479,-2.54,2.49,0.89
1.3913769721984863,-2.54,2.49,0.89
1.3930630683898926,-2.18,2.98,1.28
1.4023940563201904,-1.7,2.9,1.45
1.4131028652191162,-1.29,2.37,1.33
1.4232509136199951,-1.04,1.45,1.22
1.4338860511779785,-1.1,0.38,1.4
1.4445099830627441,-1.58,-0.37,1.86
1.454681158065796,-2.38,-0.36,2.45
1.478740930557251,-4.65,0.4,2.91
1.4789550304412842,-4.65,0.4,2.91
1.4836819171905518,-5.66,0.9,2.42
1.4943749904632568,-6.41,1.27,1.49
1.5039920806884766,-7.06,1.14,0.48
1.5148241519927979,-7.55,0.53,-0.28
1.524566888809204,-7.55,-0.2,-0.51
1.5345799922943115,-6.92,-0.78,-0.28
1.5448081493377686,-5.74,-0.85,0.07
1.5552070140838623,-4.15,-0.46,0.18
1.5782949924468994,-0.88,0.51,-0.23
1.5784790515899658,-0.88,0.51,-0.23
1.5843021869659424,0.2,0.75,-0.52
1.5946340560913086,0.93,0.97,-0.6
1.603774070739746,1.33,1.21,-0.64
1.6147549152374268,1.41,1.51,-0.65
1.6250269412994385,1.35,1.83,-0.66
1.6345369815826416,1.28,2.12,-0.58
1.6456420421600342,1.16,2.35,-0.46
1.655137062072754,0.96,2.41,-0.32
1.682370901107788,1.01,2.3,0.17
1.6826021671295166,1.01,2.3,0.17
1.6845450401306152,1.26,2.06,0.35
1.695430040359497,1.46,1.58,0.25
1.7047641277313232,1.64,0.97,0.02
1.715843915939331,1.71,0.46,-0.12
1.7258100509643555,1.55,0.3,-0.14
1.7354381084442139,1.19,0.35,-0.04
1.7465550899505615,0.8,0.52,0.17
1.756639003753662,0.51,0.78,0.44
1.767029047012329,0.37,1.02,0.74
1.7862560749053955,0.38,1.01,0.97
1.7864701747894287,0.38,1.01,0.97
1.796226978302002,0.44,0.75,0.89
1.8056490421295166,0.48,0.34,0.79
1.8163459300994873,0.4,-0.07,0.69
1.8265490531921387,0.2,-0.36,0.64
1.8369319438934326,0.01,-0.35,0.72
1.847486972808838,-0.17,-0.18,0.83
1.8574140071868896,-0.29,0.08,0.9
1.885209083557129,-0.45,0.66,0.87
1.8854238986968994,-0.45,0.66,0.87
1.8869140148162842,-0.58,0.88,0.8
1.8970701694488525,-0.79,0.92,0.75
1.907132863998413,-0.98,0.76,0.71
1.9166791439056396,-0.98,0.62,0.71
1.927734136581421,-0.78,0.51,0.73
1.9377920627593994,-0.45,0.43,0.78
1.9483110904693604,-0.12,0.37,0.83
1.9579651355743408,0.09,0.28,0.86
1.986159086227417,0.17,0.07,0.85
1.9864270687103271,0.17,0.07,0.85
1.9880340099334717,0.12,-0.05,0.78
1.9977529048919678,0.08,-0.14,0.69
2.008164167404175,0.13,-0.17,0.6
2.0180561542510986,0.21,-0.12,0.53
2.028367042541504,0.26,-0.02,0.47
2.038299083709717,0.27,0.07,0.42
2.049093008041382,0.23,0.12,0.38
2.0590121746063232,0.16,0.12,0.37
2.072693109512329,0.11,0.04,0.36
2.090409994125366,0.21,-0.17,0.38
2.090675115585327,0.21,-0.17,0.38
2.098453998565674,0.28,-0.26,0.36
2.111476182937622,0.31,-0.29,0.29
2.1186630725860596,0.29,-0.28,0.2
2.1289851665496826,0.26,-0.25,0.12
2.138890027999878,0.24,-0.24,0.06
2.1490671634674072,0.24,-0.24,0.04
2.1602749824523926,0.27,-0.25,0.03
2.186845064163208,0.08,-0.4,-0.32
2.1871111392974854,0.08,-0.4,-0.32
2.188852071762085,0.16,-0.35,-0.34
2.199805974960327,0.05,-0.47,-0.33
2.209395170211792,0.05,-0.61,-0.34
2.2195041179656982,0.15,-0.76,-0.35
2.230149984359741,0.29,-0.92,-0.28
2.2407240867614746,0.41,-1.0,-0.16
2.250560998916626,0.42,-0.88,-0.04
2.2807371616363525,0.1,-0.32,0.17
2.2810020446777344,0.1,-0.32,0.17
2.2812540531158447,0.1,-0.32,0.17
2.290152072906494,0.07,-0.21,0.17
2.3004310131073,0.08,-0.16,0.15
2.311511993408203,0.14,-0.2,0.13
2.3208720684051514,0.2,-0.32,0.1
2.3313310146331787,0.26,-0.46,0.09
2.3410871028900146,0.27,-0.52,0.09
2.351611852645874,0.24,-0.5,0.08
2.3794591426849365,0.1,-0.4,0.12
2.379683017730713,0.03,-0.38,0.14
2.3812029361724854,0.03,-0.38,0.14
2.3908841609954834,0.0,-0.4,0.14
2.4008350372314453,0.04,-0.43,0.11
2.4116830825805664,0.09,-0.49,0.08
2.42101788520813,0.12,-0.5,0.03
2.432232141494751,0.1,-0.48,-0.04
2.4425060749053955,0.05,-0.41,-0.08
2.4519410133361816,-0.04,-0.34,-0.09
2.4654500484466553,-0.1,-0.3,-0.09
2.483236074447632,-0.07,-0.34,-0.05
2.4835121631622314,-0.07,-0.34,-0.05
2.491741895675659,-0.01,-0.4,-0.02
2.502016067504883,0.05,-0.44,0.01
2.512316942214966,0.08,-0.44,0.04
2.522002935409546,0.07,-0.39,0.05
2.5326321125030518,0.04,-0.3,0.05
2.5430760383605957,0.0,-0.18,0.07
2.552711009979248,-0.03,-0.06,0.1
2.566329002380371,-0.06,0.06,0.14
2.5829830169677734,-0.13,0.27,0.2
2.5831968784332275,-0.13,0.27,0.2
2.5928750038146973,-0.18,0.34,0.22
2.6023781299591064,-0.25,0.39,0.24
2.6134889125823975,-0.39,0.47,0.22
2.6229379177093506,-0.6,0.59,0.21
2.633610963821411,-0.91,0.78,0.21
2.64383602142334,-1.3,0.99,0.27
2.6535680294036865,-1.7,1.23,0.36
2.6863269805908203,-2.44,2.19,0.8
2.6866049766540527,-2.44,2.19,0.8
2.686842203140259,-2.44,2.19,0.8
2.6936299800872803,-2.57,2.26,1.03
2.703529119491577,-2.87,2.03,1.15
2.714163064956665,-3.21,1.86,1.22
2.725330114364624,-3.66,1.81,1.02
2.7341160774230957,-4.0,1.7,0.8
2.744723081588745,-4.26,1.57,0.6
2.754288911819458,-4.52,1.58,0.38
2.7852580547332764,-4.45,1.24,0.18
2.7855730056762695,-4.45,1.24,0.18
2.785814046859741,-4.45,1.24,0.18
2.7946269512176514,-4.13,0.74,0.26
2.8048079013824463,-3.77,0.41,0.28
2.8148679733276367,-3.48,0.18,0.17
2.824949026107788,-3.18,0.16,-0.04
2.835080862045288,-2.89,0.26,-0.26
2.8456971645355225,-2.65,0.43,-0.41
2.8552470207214355,-2.18,1.17,-0.63
2.868896007537842,-1.41,2.18,-0.79
2.8898699283599854,-1.15,-1.22,-0.68
2.890083074569702,-1.15,-1.22,-0.68
2.895045042037964,-0.88,-2.15,-0.65
2.9050981998443604,-0.76,-2.32,-0.64
2.915494203567505,-0.89,-2.14,-0.62
2.9257700443267822,-1.17,-1.63,-0.56
2.9357821941375732,-1.38,-0.93,-0.44
2.9464850425720215,-1.42,-0.24,-0.26
2.9563419818878174,-1.39,0.19,-0.08
2.9882729053497314,-0.93,0.45,0.1
2.9885518550872803,-0.93,0.45,0.1
2.98877215385437,-0.93,0.45,0.1
2.9959919452667236,-0.68,0.53,0.3
3.005824089050293,-0.46,0.57,0.46
3.016381025314331,-0.34,0.68,0.46
3.0272610187530518,-0.26,0.77,0.36
3.036679983139038,-0.11,0.7,0.23
3.0472309589385986,0.14,0.51,0.16
3.075205087661743,0.54,0.14,0.13
3.0754220485687256,0.57,0.06,0.11
3.0768370628356934,0.57,0.06,0.11
3.086160898208618,0.53,0.06,0.1
3.096717119216919,0.46,0.11,0.12
3.107167959213257,0.42,0.14,0.17
3.1170709133148193,0.41,0.17,0.23
3.127363920211792,0.39,0.29,0.29
3.137498140335083,0.34,0.47,0.32
3.1481001377105713,0.31,0.75,0.32
3.1742398738861084,0.41,0.86,0.23
3.17445707321167,0.41,0.86,0.23
3.1771399974823,0.42,0.5,0.25
3.187175989151001,0.41,0.19,0.26
3.1975200176239014,0.37,0.05,0.21
3.2078311443328857,0.29,0.01,0.14
3.2178080081939697,0.25,-0.0,0.1
3.2287819385528564,0.33,0.05,0.07
