time,gFx,gFy,gFz,gFTotal
0.425001859664917,0.024,-0.666,-0.772,1.02
0.43445587158203125,0.026,-0.668,-0.769,1.019
0.44493770599365234,0.022,-0.663,-0.765,1.013
0.45388174057006836,0.016,-0.658,-0.766,1.01
0.46487903594970703,0.013,-0.654,-0.771,1.011
0.4735758304595947,0.011,-0.656,-0.775,1.015
0.48367881774902344,0.011,-0.659,-0.769,1.013
0.49445295333862305,0.013,-0.66,-0.76,1.007
0.5049939155578613,0.015,-0.662,-0.754,1.003
0.513463020324707,0.018,-0.659,-0.751,0.999
0.5244839191436768,0.017,-0.654,-0.757,1.001
0.5343317985534668,0.016,-0.652,-0.772,1.011
0.5444648265838623,0.015,-0.653,-0.778,1.016
0.5534329414367676,0.014,-0.657,-0.774,1.015
0.5650908946990967,0.013,-0.659,-0.768,1.012
0.5734477043151855,0.016,-0.659,-0.76,1.006
0.5836539268493652,0.021,-0.658,-0.76,1.005
0.5946660041809082,0.023,-0.658,-0.769,1.012
0.6047239303588867,0.021,-0.659,-0.783,1.024
0.6133947372436523,0.021,-0.657,-0.791,1.028
0.6249580383300781,0.017,-0.656,-0.793,1.029
0.6342768669128418,0.013,-0.654,-0.788,1.024
0.6451277732849121,0.008,-0.648,-0.782,1.016
0.6534438133239746,0.004,-0.644,-0.781,1.012
0.66501784324646,0.003,-0.643,-0.782,1.012
0.6733548641204834,0.004,-0.647,-0.781,1.014
0.6834239959716797,0.005,-0.651,-0.778,1.014
0.6946408748626709,0.008,-0.652,-0.776,1.014
0.704251766204834,0.01,-0.653,-0.773,1.012
0.7133769989013672,0.012,-0.654,-0.773,1.013
0.7247579097747803,0.015,-0.651,-0.775,1.012
0.7348058223724365,0.015,-0.647,-0.775,1.01
0.7446849346160889,0.012,-0.646,-0.778,1.011
0.7532558441162109,0.013,-0.646,-0.777,1.011
0.7650337219238281,0.017,-0.648,-0.776,1.011
0.7732398509979248,0.023,-0.652,-0.778,1.015
0.7835259437561035,0.028,-0.656,-0.779,1.019
0.7945137023925781,0.031,-0.656,-0.776,1.017
0.804114818572998,0.034,-0.655,-0.777,1.017
0.8131728172302246,0.033,-0.656,-0.781,1.02
0.8247280120849609,0.031,-0.656,-0.779,1.019
0.8341150283813477,0.028,-0.656,-0.781,1.02
0.8441257476806641,0.023,-0.656,-0.777,1.017
0.853247880935669,0.02,-0.652,-0.776,1.014
0.8642287254333496,0.018,-0.651,-0.779,1.015
0.8734428882598877,0.02,-0.651,-0.785,1.02
0.8831520080566406,0.022,-0.652,-0.784,1.02
0.894460916519165,0.024,-0.655,-0.78,1.019
0.9039807319641113,0.026,-0.653,-0.776,1.015
0.9130809307098389,0.021,-0.65,-0.774,1.011
0.9241247177124023,0.012,-0.645,-0.774,1.008
0.9340267181396484,0.004,-0.64,-0.768,1.0
0.9445977210998535,0.002,-0.638,-0.763,0.995
0.953150749206543,0.004,-0.64,-0.76,0.994
0.9650108814239502,0.007,-0.645,-0.759,0.996
0.9737608432769775,0.009,-0.647,-0.761,0.999
0.983119010925293,0.009,-0.647,-0.761,0.999
0.9940199851989746,0.008,-0.641,-0.767,1.0
1.0039258003234863,0.007,-0.637,-0.775,1.003
1.01295804977417,0.007,-0.634,-0.782,1.007
1.0250630378723145,0.005,-0.637,-0.783,1.009
1.0338869094848633,0.002,-0.637,-0.78,1.007
1.0445590019226074,0.002,-0.637,-0.772,1.001
1.0530657768249512,0.007,-0.636,-0.768,0.997
1.0645859241485596,0.01,-0.636,-0.771,1.0
1.0729548931121826,0.01,-0.637,-0.784,1.01
1.0831258296966553,0.009,-0.641,-0.794,1.02
1.0942130088806152,0.007,-0.641,-0.796,1.022
1.1041560173034668,0.007,-0.645,-0.793,1.022
1.1129918098449707,0.008,-0.647,-0.79,1.021
1.1241788864135742,0.008,-0.648,-0.787,1.019
1.133781909942627,0.009,-0.647,-0.796,1.026
1.1438770294189453,0.009,-0.645,-0.805,1.032
1.153000831604004,0.008,-0.64,-0.813,1.035
1.1639790534973145,0.007,-0.64,-0.811,1.033
1.1728887557983398,0.009,-0.639,-0.8,1.024
1.1830759048461914,0.013,-0.638,-0.789,1.015
1.1944470405578613,0.015,-0.638,-0.789,1.015
1.203739881515503,0.016,-0.639,-0.797,1.022
1.212845802307129,0.011,-0.639,-0.8,1.024
1.2238268852233887,0.007,-0.638,-0.8,1.023
1.233752727508545,0.006,-0.638,-0.8,1.023
1.2437968254089355,0.005,-0.635,-0.801,1.022
1.2528629302978516,0.004,-0.631,-0.798,1.017
1.263901710510254,0.001,-0.628,-0.791,1.01
1.272770881652832,0.0,-0.627,-0.784,1.004
1.2833399772644043,0.005,-0.634,-0.777,1.003
1.2940497398376465,0.01,-0.641,-0.773,1.004
1.3035988807678223,0.014,-0.646,-0.769,1.004
1.3128900527954102,0.014,-0.647,-0.766,1.003
1.3241057395935059,0.013,-0.645,-0.767,1.002
1.3336098194122314,0.01,-0.642,-0.771,1.003
1.3438398838043213,0.009,-0.642,-0.773,1.005
1.352747917175293,0.009,-0.642,-0.771,1.003
1.3642098903656006,0.01,-0.644,-0.772,1.005
1.373054027557373,0.012,-0.644,-0.775,1.008
1.3826558589935303,0.01,-0.641,-0.777,1.007
1.3934848308563232,0.007,-0.635,-0.781,1.007
1.4035530090332031,0.007,-0.63,-0.785,1.007
1.4125337600708008,0.012,-0.63,-0.791,1.011
1.4238409996032715,0.015,-0.63,-0.799,1.018
1.4338598251342773,0.015,-0.629,-0.803,1.02
1.4439587593078613,0.011,-0.628,-0.805,1.021
1.452517032623291,0.009,-0.625,-0.802,1.017
1.4641036987304688,0.011,-0.626,-0.798,1.014
1.4726347923278809,0.011,-0.627,-0.799,1.016
1.4827568531036377,0.013,-0.627,-0.804,1.02
1.4934430122375488,0.013,-0.629,-0.809,1.025
1.5033888816833496,0.011,-0.623,-0.811,1.023
1.5128788948059082,0.006,-0.622,-0.809,1.02
1.5239510536193848,0.005,-0.619,-0.801,1.012
1.5334177017211914,0.005,-0.622,-0.793,1.008
1.5434727668762207,0.009,-0.63,-0.79,1.01
1.5524718761444092,0.012,-0.634,-0.796,1.018
1.564126968383789,0.007,-0.636,-0.803,1.024
1.572464942932129,0.005,-0.632,-0.808,1.026
1.5826399326324463,0.003,-0.626,-0.806,1.021
1.5937137603759766,0.002,-0.621,-0.799,1.012
1.6036267280578613,0.002,-0.622,-0.796,1.01
1.6124777793884277,0.005,-0.629,-0.794,1.013
1.6238489151000977,0.009,-0.634,-0.793,1.015
1.6333239078521729,0.011,-0.637,-0.79,1.015
1.6438038349151611,0.012,-0.637,-0.79,1.015
1.6524648666381836,0.01,-0.633,-0.793,1.015
1.6639478206634521,0.009,-0.631,-0.796,1.016
1.672348976135254,0.008,-0.631,-0.794,1.014
1.6823368072509766,0.006,-0.634,-0.795,1.017
1.6932430267333984,0.004,-0.634,-0.795,1.017
1.703244924545288,0.001,-0.632,-0.792,1.013
1.7123217582702637,-0.003,-0.629,-0.787,1.007
1.7233047485351562,-0.005,-0.624,-0.777,0.997
1.7331647872924805,-0.004,-0.624,-0.777,0.997
1.7427539825439453,-0.0,-0.627,-0.781,1.002
1.7523448467254639,0.004,-0.629,-0.789,1.009
1.765331745147705,0.004,-0.627,-0.791,1.009
1.772237777709961,0.002,-0.624,-0.797,1.012
1.782322883605957,-0.002,-0.622,-0.8,1.013
1.7936139106750488,-0.004,-0.621,-0.797,1.01
1.8035097122192383,-0.005,-0.62,-0.795,1.008
1.8122458457946777,-0.004,-0.623,-0.797,1.012
1.8238167762756348,-0.001,-0.623,-0.8,1.014
1.8334507942199707,0.001,-0.624,-0.798,1.013
1.8435418605804443,-0.001,-0.624,-0.795,1.011
1.8521919250488281,-0.001,-0.62,-0.795,1.008
1.8640117645263672,-0.0,-0.618,-0.798,1.009
1.8722479343414307,0.001,-0.62,-0.803,1.014
1.8823637962341309,0.004,-0.623,-0.807,1.02
1.8934528827667236,0.008,-0.625,-0.808,1.022
1.9033279418945312,0.01,-0.623,-0.805,1.018
1.9121828079223633,0.009,-0.624,-0.8,1.015
1.9235267639160156,0.005,-0.621,-0.795,1.009
1.9332988262176514,0.004,-0.621,-0.794,1.008
1.943457841873169,0.006,-0.627,-0.799,1.016
1.9521160125732422,0.008,-0.63,-0.802,1.02
1.9637479782104492,0.008,-0.629,-0.8,1.018
1.9725098609924316,0.005,-0.626,-0.8,1.016
1.98236083984375,0.002,-0.622,-0.802,1.015
1.9933347702026367,0.0,-0.618,-0.801,1.012
2.002969741821289,-0.002,-0.617,-0.803,1.013
2.012026786804199,-0.002,-0.619,-0.803,1.014
2.0230138301849365,-0.001,-0.62,-0.799,1.011
2.033133029937744,-0.0,-0.62,-0.794,1.007
2.043333053588867,-0.001,-0.615,-0.793,1.004
2.051987886428833,-0.002,-0.612,-0.799,1.006
2.0634799003601074,-0.0,-0.611,-0.807,1.012
2.0723657608032227,0.003,-0.613,-0.815,1.02
2.081969738006592,0.009,-0.617,-0.816,1.023
2.0931997299194336,0.014,-0.621,-0.811,1.022
2.103226900100708,0.016,-0.625,-0.805,1.019
2.1122379302978516,0.015,-0.624,-0.796,1.012
2.1232128143310547,0.022,-0.629,-0.764,0.99
2.1332507133483887,0.064,-0.674,-0.746,1.007
2.143004894256592,0.064,-0.668,-0.782,1.03
