time,wx,wy,wz
1.088954210281372,-3.21,2.85,0.46
1.0986661911010742,-2.78,3.08,0.2
1.108492136001587,-1.93,2.55,-0.15
1.118666172027588,-1.04,1.52,-0.24
1.1284921169281006,-0.55,0.53,0.02
1.1386833190917969,-0.52,-0.19,0.37
1.1494812965393066,-0.85,-0.61,0.66
1.1585712432861328,-1.3,-0.73,0.87
1.1693263053894043,-1.61,-0.64,0.97
1.1786770820617676,-1.64,-0.43,0.96
1.1889231204986572,-1.35,-0.18,0.88
1.1986680030822754,-0.78,0.03,0.72
1.2087292671203613,-0.04,0.1,0.53
1.218611240386963,0.66,-0.09,0.39
1.2286391258239746,1.09,-0.52,0.38
1.238656997680664,1.17,-1.02,0.55
1.2494721412658691,0.96,-1.53,0.84
1.2586960792541504,0.58,-1.97,1.15
1.2688801288604736,0.15,-2.16,1.44
1.2792720794677734,-0.22,-2.04,1.66
1.2892541885375977,-0.45,-1.6,1.8
1.298633098602295,-0.52,-0.88,1.8
1.30902099609375,-0.48,-0.07,1.66
1.3186850547790527,-0.44,0.71,1.39
1.3286101818084717,-0.42,1.34,1.07
1.3387022018432617,-0.43,1.73,0.79
1.3489902019500732,-0.46,1.75,0.64
1.3585963249206543,-0.52,1.39,0.62
1.3689141273498535,-0.58,0.8,0.72
1.3789381980895996,-0.63,0.1,0.89
1.388613224029541,-0.62,-0.59,1.08
1.3987641334533691,-0.53,-1.12,1.23
1.4087409973144531,-0.39,-1.39,1.28
1.4186792373657227,-0.2,-1.4,1.2
1.4285392761230469,0.02,-1.24,1.02
1.4386610984802246,0.24,-0.97,0.77
1.4486072063446045,0.38,-0.71,0.58
1.4588661193847656,0.41,-0.49,0.51
1.4689512252807617,0.45,-0.46,0.46
1.4789643287658691,0.56,-0.61,0.42
1.488664150238037,0.76,-0.8,0.4
1.498800277709961,1.02,-0.88,0.4
1.5088410377502441,1.31,-0.81,0.34
1.518869161605835,1.59,-0.59,0.24
1.5287833213806152,1.79,-0.24,0.13
1.5388011932373047,1.9,0.17,0.06
1.5489141941070557,1.92,0.6,0.04
1.5587091445922852,1.88,1.0,0.07
1.5696110725402832,1.8,1.25,0.14
1.5792291164398193,1.7,1.28,0.26
1.5886762142181396,1.61,1.04,0.41
1.5990362167358398,1.56,0.49,0.58
1.6085131168365479,1.56,-0.28,0.75
1.6187801361083984,1.61,-1.03,0.82
1.628547191619873,1.72,-1.47,0.73
1.6387701034545898,1.8,-1.62,0.53
1.649564266204834,1.69,-1.47,0.38
1.6585140228271484,1.28,-1.0,0.38
1.6688191890716553,0.72,-0.53,0.52
1.6787481307983398,0.26,-0.64,0.66
1.689134120941162,0.03,-1.31,0.66
1.698805332183838,-0.02,-2.1,0.58
1.708787202835083,0.0,-2.74,0.62
1.718846321105957,-0.07,-2.19,0.65
1.7288711071014404,-0.35,-0.93,0.69
1.7388310432434082,-0.85,0.42,0.76
1.7488923072814941,-1.43,1.57,0.92
1.7587943077087402,-1.85,2.47,1.14
1.768951177597046,-1.96,2.83,1.3
1.7791810035705566,-1.77,2.4,1.32
1.7888531684875488,-1.42,1.72,1.23
1.7988553047180176,-0.95,1.06,0.98
1.809035301208496,-0.4,0.43,0.48
1.8190102577209473,0.17,-0.31,-0.24
1.8288602828979492,0.62,-0.7,-0.93
1.8388400077819824,0.87,-0.54,-1.38
1.8488502502441406,0.91,-0.08,-1.51
1.8586771488189697,0.85,0.54,-1.34
1.868913173675537,0.83,1.08,-0.98
1.8786861896514893,0.87,1.51,-0.63
1.888747215270996,0.9,1.97,-0.32
1.8987512588500977,0.83,2.06,-0.02
1.9088141918182373,0.66,1.74,0.26
1.9188621044158936,0.48,1.41,0.5
1.9288520812988281,0.36,1.31,0.69
1.9387149810791016,0.29,1.39,0.88
1.948801040649414,0.23,1.44,1.07
1.9586331844329834,0.09,1.34,1.25
1.9688310623168945,-0.2,1.0,1.34
1.978520154953003,-0.57,0.5,1.3
1.9886281490325928,-0.97,0.07,1.04
1.9988741874694824,-1.32,0.14,0.81
2.0088181495666504,-1.41,-0.28,0.61
2.018911123275757,-1.23,-0.89,0.48
2.0289430618286133,-0.84,-1.03,0.34
2.0387673377990723,-0.37,-0.69,0.27
2.048877239227295,0.04,-0.27,0.31
2.0589351654052734,0.39,-0.03,0.39
2.0694422721862793,0.64,0.14,0.46
2.0787100791931152,0.8,0.27,0.5
2.0887770652770996,0.9,0.38,0.52
2.098806142807007,0.95,0.49,0.5
2.1089401245117188,0.94,0.51,0.44
2.118946075439453,0.81,0.29,0.34
2.128831148147583,0.53,-0.02,0.21
2.138946056365967,0.21,-0.22,0.07
2.1487832069396973,0.05,-0.19,-0.05
2.159020185470581,0.11,0.01,-0.08
2.169628143310547,0.34,0.32,-0.01
2.179032325744629,0.59,0.52,0.08
2.189087152481079,0.75,0.49,0.15
2.198881149291992,0.83,0.25,0.18
2.208815097808838,0.88,-0.01,0.21
2.218919277191162,0.91,-0.08,0.23
2.229072093963623,0.88,0.05,0.23
2.2389912605285645,0.78,0.2,0.17
2.249028205871582,0.65,0.16,0.05
2.2589261531829834,0.53,-0.06,-0.08
2.2693800926208496,0.47,-0.25,-0.14
2.278799057006836,0.47,-0.3,-0.12
2.288698196411133,0.47,-0.12,0.01
2.298920154571533,0.42,0.17,0.15
2.3089523315429688,0.35,0.26,0.19
2.318922996520996,0.27,-0.0,0.08
2.328883171081543,0.18,-0.42,-0.12
2.33937931060791,0.1,-0.72,-0.3
2.34897518157959,0.08,-0.89,-0.32
2.3590221405029297,0.16,-0.96,-0.19
2.3696470260620117,0.28,-0.97,-0.01
2.379906177520752,0.38,-0.98,0.09
2.388947010040283,0.41,-0.95,0.09
2.3989791870117188,0.38,-0.86,0.01
2.409010171890259,0.29,-0.73,-0.09
2.4188671112060547,0.21,-0.6,-0.14
2.428913116455078,0.15,-0.43,-0.13
2.4389121532440186,0.14,-0.19,-0.07
2.4491171836853027,0.15,0.03,0.01
2.459003210067749,0.12,0.1,0.12
2.470008134841919,0.03,-0.12,0.19
2.479762077331543,-0.09,-0.54,0.2
2.489058017730713,-0.18,-0.94,0.14
2.498962163925171,-0.16,-1.02,0.07
2.509035110473633,-0.05,-0.73,0.04
2.5187981128692627,0.11,-0.23,0.04
2.5290231704711914,0.2,0.19,0.05
2.5391740798950195,0.21,0.33,0.04
2.5494771003723145,0.14,0.17,0.02
2.5592823028564453,0.02,-0.26,-0.07
2.569148063659668,-0.09,-0.69,-0.24
2.579806327819824,-0.15,-0.94,-0.41
2.589130163192749,-0.17,-0.98,-0.44
2.5988781452178955,-0.12,-0.86,-0.32
2.609020233154297,-0.05,-0.7,-0.12
2.6188950538635254,0.0,-0.6,0.03
2.6289873123168945,0.07,-0.55,0.11
2.639195203781128,0.3,-0.25,0.16
2.649052143096924,0.39,-0.04,0.17
2.659022331237793,0.3,0.02,0.14
2.6691482067108154,0.16,0.0,0.2
2.6794042587280273,0.01,-0.07,0.3
2.6889891624450684,-0.08,-0.11,0.39
2.698928117752075,-0.06,0.04,0.48
