time,gFx,gFy,gFz,gFTotal
0.006553173065185547,0.015,-0.13,-1.018,1.026
0.017144203186035156,0.012,-0.113,-1.013,1.019
0.026223182678222656,0.009,-0.117,-1.005,1.012
0.036865234375,0.015,-0.132,-0.997,1.006
0.046198129653930664,0.021,-0.14,-0.991,1.001
0.055982112884521484,0.02,-0.142,-0.986,0.996
0.06680011749267578,0.018,-0.14,-0.982,0.992
0.07618331909179688,0.027,-0.141,-0.984,0.994
0.08575201034545898,0.035,-0.146,-0.995,1.006
0.09695315361022949,0.038,-0.147,-1.005,1.016
0.10712623596191406,0.036,-0.144,-1.004,1.015
0.11642813682556152,0.029,-0.141,-0.992,1.002
0.12618732452392578,0.028,-0.14,-0.978,0.988
0.13647031784057617,0.021,-0.147,-0.981,0.992
0.14634227752685547,0.021,-0.152,-0.984,0.996
0.15590810775756836,0.036,-0.16,-0.981,0.995
0.16663813591003418,0.043,-0.168,-0.983,0.998
0.17582416534423828,0.043,-0.161,-0.98,0.994
0.18624305725097656,0.041,-0.145,-0.992,1.003
0.1973412036895752,-0.001,-0.131,-1.02,1.028
0.20653319358825684,-0.002,-0.108,-1.02,1.026
0.2169933319091797,0.004,-0.127,-1.021,1.029
0.2262101173400879,0.027,-0.158,-1.015,1.028
0.2367541790008545,0.014,-0.184,-1.011,1.028
0.24672722816467285,-0.021,-0.195,-0.999,1.018
0.25623321533203125,0.027,-0.205,-0.951,0.973
0.26732635498046875,0.067,-0.301,-0.956,1.005
0.2762002944946289,0.091,-0.334,-0.987,1.046
0.28646016120910645,0.076,-0.273,-0.992,1.032
0.29698610305786133,0.055,-0.212,-0.996,1.02
0.30725908279418945,0.079,-0.195,-1.056,1.077
0.3169393539428711,0.073,-0.177,-1.063,1.08
0.32640933990478516,0.028,-0.165,-1.035,1.048
0.33747315406799316,0.016,-0.163,-1.002,1.015
0.3483772277832031,0.035,-0.184,-0.981,0.999
0.35613417625427246,0.037,-0.2,-0.979,1.0
0.3669931888580322,0.013,-0.186,-0.983,1.001
0.37628817558288574,-0.022,-0.151,-0.991,1.003
0.3863852024078369,-0.083,-0.104,-0.983,0.992
0.3971672058105469,-0.081,-0.082,-0.995,1.002
0.40680718421936035,-0.045,-0.125,-1.047,1.055
0.4169611930847168,-0.048,-0.158,-1.038,1.051
0.4261913299560547,-0.04,-0.15,-1.011,1.023
0.43697023391723633,-0.04,-0.152,-0.987,0.999
0.4467802047729492,-0.041,-0.154,-0.938,0.951
0.456179141998291,-0.021,-0.162,-0.911,0.926
0.4668421745300293,-0.02,-0.178,-0.926,0.943
0.4762232303619385,-0.023,-0.185,-0.916,0.935
0.48616814613342285,-0.008,-0.187,-0.901,0.92
0.49688005447387695,0.008,-0.195,-0.891,0.912
0.5065782070159912,0.013,-0.196,-0.901,0.922
0.5166950225830078,0.016,-0.178,-0.951,0.968
0.5260891914367676,-0.034,-0.153,-0.878,0.892
0.5366520881652832,0.02,-0.167,-0.824,0.841
0.5466880798339844,0.026,-0.215,-0.828,0.856
0.556171178817749,0.054,-0.21,-0.8,0.829
0.5667111873626709,0.076,-0.161,-0.803,0.822
0.5762391090393066,0.063,-0.115,-0.804,0.815
0.5862221717834473,0.04,-0.096,-0.791,0.798
0.5970830917358398,0.037,-0.101,-0.734,0.742
0.6070013046264648,0.052,-0.115,-0.686,0.698
0.6166930198669434,0.056,-0.105,-0.632,0.643
0.6264510154724121,0.064,-0.095,-0.618,0.629
0.636782169342041,0.069,-0.093,-0.651,0.661
0.6465473175048828,0.064,-0.1,-0.668,0.678
0.656212329864502,0.065,-0.104,-0.643,0.655
0.6667952537536621,0.067,-0.097,-0.595,0.607
0.6765711307525635,0.055,-0.084,-0.545,0.554
0.6864452362060547,0.031,-0.077,-0.509,0.516
0.6970031261444092,0.011,-0.068,-0.496,0.501
0.7069201469421387,-0.022,-0.051,-0.499,0.502
0.7171683311462402,-0.092,-0.044,-0.495,0.505
0.7260680198669434,-0.178,-0.038,-0.459,0.494
0.7370522022247314,-0.263,-0.002,-0.399,0.478
0.7467560768127441,-0.329,0.069,-0.365,0.496
0.7564940452575684,-0.37,0.141,-0.371,0.543
0.7667722702026367,-0.379,0.169,-0.393,0.572
0.7764501571655273,-0.357,0.15,-0.402,0.558
0.7865662574768066,-0.322,0.117,-0.396,0.524
0.7971231937408447,-0.282,0.086,-0.383,0.483
0.8070552349090576,-0.252,0.064,-0.383,0.463
0.8169960975646973,-0.251,0.053,-0.405,0.479
0.8264272212982178,-0.287,0.077,-0.464,0.551
0.8370490074157715,-0.352,0.14,-0.527,0.649
0.8473281860351562,-0.422,0.196,-0.581,0.744
0.856154203414917,-0.459,0.22,-0.65,0.826
0.8668291568756104,-0.461,0.235,-0.758,0.918
0.8763082027435303,-0.419,0.244,-0.92,1.04
0.8864030838012695,-0.315,0.215,-1.092,1.157
0.8971462249755859,-0.192,0.131,-1.248,1.269
0.9068431854248047,-0.168,0.005,-1.374,1.384
0.9167871475219727,-0.25,-0.107,-1.42,1.446
0.9265792369842529,-0.284,-0.2,-1.417,1.459
0.9367711544036865,-0.234,-0.202,-1.492,1.524
0.9463911056518555,-0.133,-0.089,-1.844,1.851
0.9565520286560059,-0.1,0.084,-2.515,2.518
0.9667091369628906,-0.106,0.284,-3.251,3.265
0.9764292240142822,-0.067,0.44,-3.791,3.817
0.9863622188568115,-0.073,0.5,-3.949,3.981
0.9972481727600098,-0.121,0.449,-3.816,3.844
1.0068950653076172,-0.097,0.412,-3.74,3.764
